iteration,rmse,datetime_start,datetime_complete,duration,metric,n_neighbors,state
626,3070.8987010700253,2023-02-25 05:59:48.591681,2023-02-25 05:59:53.379235,0 days 00:00:04.787554,chebyshev,2,COMPLETE
684,3070.8987010700253,2023-02-25 06:04:29.997255,2023-02-25 06:04:34.808119,0 days 00:00:04.810864,chebyshev,2,COMPLETE
288,3070.8987010700253,2023-02-25 05:32:40.307516,2023-02-25 05:32:44.996538,0 days 00:00:04.689022,chebyshev,2,COMPLETE
632,3070.8987010700253,2023-02-25 06:00:17.395676,2023-02-25 06:00:22.167027,0 days 00:00:04.771351,chebyshev,2,COMPLETE
284,3070.8987010700253,2023-02-25 05:32:21.034223,2023-02-25 05:32:25.739352,0 days 00:00:04.705129,minkowski,2,COMPLETE
636,3070.8987010700253,2023-02-25 06:00:37.223398,2023-02-25 06:00:41.970747,0 days 00:00:04.747349,chebyshev,2,COMPLETE
280,3070.8987010700253,2023-02-25 05:32:02.104616,2023-02-25 05:32:06.839473,0 days 00:00:04.734857,manhattan,2,COMPLETE
639,3070.8987010700253,2023-02-25 06:00:51.854200,2023-02-25 06:00:56.642499,0 days 00:00:04.788299,manhattan,2,COMPLETE
277,3070.8987010700253,2023-02-25 05:31:47.965157,2023-02-25 05:31:52.676677,0 days 00:00:04.711520,chebyshev,2,COMPLETE
642,3070.8987010700253,2023-02-25 06:01:06.297102,2023-02-25 06:01:11.069386,0 days 00:00:04.772284,manhattan,2,COMPLETE
274,3070.8987010700253,2023-02-25 05:31:33.770231,2023-02-25 05:31:38.449261,0 days 00:00:04.679030,chebyshev,2,COMPLETE
630,3070.8987010700253,2023-02-25 06:00:07.786132,2023-02-25 06:00:12.581744,0 days 00:00:04.795612,chebyshev,2,COMPLETE
241,3070.8987010700253,2023-02-25 05:28:57.147964,2023-02-25 05:29:01.819135,0 days 00:00:04.671171,chebyshev,2,COMPLETE
240,3070.8987010700253,2023-02-25 05:28:52.410720,2023-02-25 05:28:57.147676,0 days 00:00:04.736956,manhattan,2,COMPLETE
687,3070.8987010700253,2023-02-25 06:04:44.455351,2023-02-25 06:04:49.235464,0 days 00:00:04.780113,manhattan,2,COMPLETE
726,3070.8987010700253,2023-02-25 06:07:53.990803,2023-02-25 06:07:58.766134,0 days 00:00:04.775331,manhattan,2,COMPLETE
201,3070.8987010700253,2023-02-25 05:25:47.848572,2023-02-25 05:25:52.517690,0 days 00:00:04.669118,chebyshev,2,COMPLETE
200,3070.8987010700253,2023-02-25 05:25:43.137663,2023-02-25 05:25:47.848275,0 days 00:00:04.710612,manhattan,2,COMPLETE
728,3070.8987010700253,2023-02-25 06:08:03.554301,2023-02-25 06:08:08.341040,0 days 00:00:04.786739,manhattan,2,COMPLETE
197,3070.8987010700253,2023-02-25 05:25:28.985890,2023-02-25 05:25:33.675694,0 days 00:00:04.689804,manhattan,2,COMPLETE
731,3070.8987010700253,2023-02-25 06:08:17.979759,2023-02-25 06:08:22.737724,0 days 00:00:04.757965,chebyshev,2,COMPLETE
194,3070.8987010700253,2023-02-25 05:25:14.446366,2023-02-25 05:25:19.149140,0 days 00:00:04.702774,chebyshev,2,COMPLETE
736,3070.8987010700253,2023-02-25 06:08:42.635004,2023-02-25 06:08:47.404543,0 days 00:00:04.769539,manhattan,2,COMPLETE
204,3070.8987010700253,2023-02-25 05:26:01.963907,2023-02-25 05:26:06.633837,0 days 00:00:04.669930,chebyshev,2,COMPLETE
739,3070.8987010700253,2023-02-25 06:08:57.083988,2023-02-25 06:09:01.888701,0 days 00:00:04.804713,manhattan,2,COMPLETE
190,3070.8987010700253,2023-02-25 05:24:55.489764,2023-02-25 05:25:00.167963,0 days 00:00:04.678199,minkowski,2,COMPLETE
743,3070.8987010700253,2023-02-25 06:09:16.859908,2023-02-25 06:09:21.662656,0 days 00:00:04.802748,chebyshev,2,COMPLETE
745,3070.8987010700253,2023-02-25 06:09:26.461501,2023-02-25 06:09:31.261714,0 days 00:00:04.800213,chebyshev,2,COMPLETE
185,3070.8987010700253,2023-02-25 05:24:31.284269,2023-02-25 05:24:35.986279,0 days 00:00:04.702010,chebyshev,2,COMPLETE
749,3070.8987010700253,2023-02-25 06:09:46.067256,2023-02-25 06:09:50.842832,0 days 00:00:04.775576,manhattan,2,COMPLETE
182,3070.8987010700253,2023-02-25 05:24:17.130169,2023-02-25 05:24:21.806354,0 days 00:00:04.676185,manhattan,2,COMPLETE
181,3070.8987010700253,2023-02-25 05:24:12.464203,2023-02-25 05:24:17.129892,0 days 00:00:04.665689,manhattan,2,COMPLETE
753,3070.8987010700253,2023-02-25 06:10:05.323780,2023-02-25 06:10:10.312136,0 days 00:00:04.988356,manhattan,2,COMPLETE
191,3070.8987010700253,2023-02-25 05:25:00.168232,2023-02-25 05:25:04.878871,0 days 00:00:04.710639,chebyshev,2,COMPLETE
302,3070.8987010700253,2023-02-25 05:33:47.255340,2023-02-25 05:33:51.970837,0 days 00:00:04.715497,chebyshev,2,COMPLETE
721,3070.8987010700253,2023-02-25 06:07:29.773290,2023-02-25 06:07:34.587679,0 days 00:00:04.814389,manhattan,2,COMPLETE
720,3070.8987010700253,2023-02-25 06:07:24.965134,2023-02-25 06:07:29.772748,0 days 00:00:04.807614,chebyshev,2,COMPLETE
237,3070.8987010700253,2023-02-25 05:28:38.303105,2023-02-25 05:28:42.976740,0 days 00:00:04.673635,manhattan,2,COMPLETE
690,3070.8987010700253,2023-02-25 06:04:58.900322,2023-02-25 06:05:03.663987,0 days 00:00:04.763665,manhattan,2,COMPLETE
234,3070.8987010700253,2023-02-25 05:28:24.119239,2023-02-25 05:28:28.833857,0 days 00:00:04.714618,chebyshev,2,COMPLETE
694,3070.8987010700253,2023-02-25 06:05:18.112008,2023-02-25 06:05:22.906613,0 days 00:00:04.794605,manhattan,2,COMPLETE
231,3070.8987010700253,2023-02-25 05:28:10.017530,2023-02-25 05:28:14.701119,0 days 00:00:04.683589,chebyshev,2,COMPLETE
230,3070.8987010700253,2023-02-25 05:28:05.289955,2023-02-25 05:28:10.017195,0 days 00:00:04.727240,manhattan,2,COMPLETE
696,3070.8987010700253,2023-02-25 06:05:27.681463,2023-02-25 06:05:32.444286,0 days 00:00:04.762823,manhattan,2,COMPLETE
227,3070.8987010700253,2023-02-25 05:27:50.886173,2023-02-25 05:27:55.548061,0 days 00:00:04.661888,minkowski,2,COMPLETE
207,3070.8987010700253,2023-02-25 05:26:16.071361,2023-02-25 05:26:20.759580,0 days 00:00:04.688219,manhattan,2,COMPLETE
699,3070.8987010700253,2023-02-25 06:05:42.341533,2023-02-25 06:05:47.123978,0 days 00:00:04.782445,manhattan,2,COMPLETE
703,3070.8987010700253,2023-02-25 06:06:01.588708,2023-02-25 06:06:06.405339,0 days 00:00:04.816631,manhattan,2,COMPLETE
221,3070.8987010700253,2023-02-25 05:27:22.149487,2023-02-25 05:27:26.850517,0 days 00:00:04.701030,chebyshev,2,COMPLETE
219,3070.8987010700253,2023-02-25 05:27:12.716795,2023-02-25 05:27:17.427227,0 days 00:00:04.710432,manhattan,2,COMPLETE
217,3070.8987010700253,2023-02-25 05:27:03.321256,2023-02-25 05:27:08.028691,0 days 00:00:04.707435,chebyshev,2,COMPLETE
709,3070.8987010700253,2023-02-25 06:06:30.472529,2023-02-25 06:06:35.243871,0 days 00:00:04.771342,manhattan,2,COMPLETE
713,3070.8987010700253,2023-02-25 06:06:50.080233,2023-02-25 06:06:54.853167,0 days 00:00:04.772934,manhattan,2,COMPLETE
212,3070.8987010700253,2023-02-25 05:26:39.612476,2023-02-25 05:26:44.354808,0 days 00:00:04.742332,manhattan,2,COMPLETE
211,3070.8987010700253,2023-02-25 05:26:34.926424,2023-02-25 05:26:39.612097,0 days 00:00:04.685673,manhattan,2,COMPLETE
223,3070.8987010700253,2023-02-25 05:27:31.603049,2023-02-25 05:27:36.307164,0 days 00:00:04.704115,chebyshev,2,COMPLETE
176,3070.8987010700253,2023-02-25 05:23:48.832443,2023-02-25 05:23:53.534126,0 days 00:00:04.701683,manhattan,2,COMPLETE
607,3070.8987010700253,2023-02-25 05:58:15.390580,2023-02-25 05:58:20.202905,0 days 00:00:04.812325,chebyshev,2,COMPLETE
603,3070.8987010700253,2023-02-25 05:57:56.205814,2023-02-25 05:58:00.996465,0 days 00:00:04.790651,chebyshev,2,COMPLETE
482,3070.8987010700253,2023-02-25 05:48:11.077101,2023-02-25 05:48:15.861553,0 days 00:00:04.784452,manhattan,2,COMPLETE
487,3070.8987010700253,2023-02-25 05:48:35.548107,2023-02-25 05:48:40.300900,0 days 00:00:04.752793,chebyshev,2,COMPLETE
490,3070.8987010700253,2023-02-25 05:48:49.855128,2023-02-25 05:48:54.646644,0 days 00:00:04.791516,manhattan,2,COMPLETE
395,3070.8987010700253,2023-02-25 05:41:11.283253,2023-02-25 05:41:16.023609,0 days 00:00:04.740356,manhattan,2,COMPLETE
494,3070.8987010700253,2023-02-25 05:49:09.028342,2023-02-25 05:49:13.802130,0 days 00:00:04.773788,manhattan,2,COMPLETE
392,3070.8987010700253,2023-02-25 05:40:57.062878,2023-02-25 05:41:01.784339,0 days 00:00:04.721461,chebyshev,2,COMPLETE
497,3070.8987010700253,2023-02-25 05:49:23.644862,2023-02-25 05:49:28.407271,0 days 00:00:04.762409,chebyshev,2,COMPLETE
500,3070.8987010700253,2023-02-25 05:49:38.034268,2023-02-25 05:49:42.797904,0 days 00:00:04.763636,chebyshev,2,COMPLETE
388,3070.8987010700253,2023-02-25 05:40:37.988503,2023-02-25 05:40:42.713204,0 days 00:00:04.724701,chebyshev,2,COMPLETE
503,3070.8987010700253,2023-02-25 05:49:52.358772,2023-02-25 05:49:57.147719,0 days 00:00:04.788947,chebyshev,2,COMPLETE
385,3070.8987010700253,2023-02-25 05:40:23.727694,2023-02-25 05:40:28.455134,0 days 00:00:04.727440,manhattan,2,COMPLETE
383,3070.8987010700253,2023-02-25 05:40:14.278123,2023-02-25 05:40:18.982891,0 days 00:00:04.704768,manhattan,2,COMPLETE
506,3070.8987010700253,2023-02-25 05:50:06.738129,2023-02-25 05:50:11.508341,0 days 00:00:04.770212,chebyshev,2,COMPLETE
509,3070.8987010700253,2023-02-25 05:50:21.098099,2023-02-25 05:50:25.883168,0 days 00:00:04.785069,manhattan,2,COMPLETE
511,3070.8987010700253,2023-02-25 05:50:30.669272,2023-02-25 05:50:35.434037,0 days 00:00:04.764765,manhattan,2,COMPLETE
378,3070.8987010700253,2023-02-25 05:39:50.329169,2023-02-25 05:39:55.157824,0 days 00:00:04.828655,chebyshev,2,COMPLETE
515,3070.8987010700253,2023-02-25 05:50:49.839102,2023-02-25 05:50:54.592290,0 days 00:00:04.753188,manhattan,2,COMPLETE
401,3070.8987010700253,2023-02-25 05:41:41.519538,2023-02-25 05:41:46.498391,0 days 00:00:04.978853,chebyshev,2,COMPLETE
478,3070.8987010700253,2023-02-25 05:47:51.493106,2023-02-25 05:47:56.256640,0 days 00:00:04.763534,chebyshev,2,COMPLETE
404,3070.8987010700253,2023-02-25 05:41:55.981528,2023-02-25 05:42:00.723498,0 days 00:00:04.741970,manhattan,2,COMPLETE
474,3070.8987010700253,2023-02-25 05:47:32.374895,2023-02-25 05:47:37.117738,0 days 00:00:04.742843,chebyshev,2,COMPLETE
439,3070.8987010700253,2023-02-25 05:44:44.386709,2023-02-25 05:44:49.124459,0 days 00:00:04.737750,chebyshev,2,COMPLETE
433,3070.8987010700253,2023-02-25 05:44:15.246199,2023-02-25 05:44:19.998936,0 days 00:00:04.752737,chebyshev,2,COMPLETE
444,3070.8987010700253,2023-02-25 05:45:08.573837,2023-02-25 05:45:13.337324,0 days 00:00:04.763487,chebyshev,2,COMPLETE
430,3070.8987010700253,2023-02-25 05:44:00.925648,2023-02-25 05:44:05.641242,0 days 00:00:04.715594,chebyshev,2,COMPLETE
447,3070.8987010700253,2023-02-25 05:45:22.888126,2023-02-25 05:45:27.624755,0 days 00:00:04.736629,chebyshev,2,COMPLETE
450,3070.8987010700253,2023-02-25 05:45:37.186972,2023-02-25 05:45:41.933229,0 days 00:00:04.746257,manhattan,2,COMPLETE
425,3070.8987010700253,2023-02-25 05:43:36.430762,2023-02-25 05:43:41.135480,0 days 00:00:04.704718,manhattan,2,COMPLETE
453,3070.8987010700253,2023-02-25 05:45:51.430967,2023-02-25 05:45:56.189233,0 days 00:00:04.758266,chebyshev,2,COMPLETE
375,3070.8987010700253,2023-02-25 05:39:35.964065,2023-02-25 05:39:40.666405,0 days 00:00:04.702340,manhattan,2,COMPLETE
421,3070.8987010700253,2023-02-25 05:43:17.407285,2023-02-25 05:43:22.130342,0 days 00:00:04.723057,chebyshev,2,COMPLETE
418,3070.8987010700253,2023-02-25 05:43:03.169314,2023-02-25 05:43:07.908068,0 days 00:00:04.738754,manhattan,2,COMPLETE
461,3070.8987010700253,2023-02-25 05:46:29.679044,2023-02-25 05:46:34.412525,0 days 00:00:04.733481,manhattan,2,COMPLETE
415,3070.8987010700253,2023-02-25 05:42:48.887627,2023-02-25 05:42:53.629991,0 days 00:00:04.742364,chebyshev,2,COMPLETE
464,3070.8987010700253,2023-02-25 05:46:44.185177,2023-02-25 05:46:48.942096,0 days 00:00:04.756919,chebyshev,2,COMPLETE
468,3070.8987010700253,2023-02-25 05:47:03.619559,2023-02-25 05:47:08.507050,0 days 00:00:04.887491,chebyshev,2,COMPLETE
411,3070.8987010700253,2023-02-25 05:42:29.791610,2023-02-25 05:42:34.523425,0 days 00:00:04.731815,manhattan,2,COMPLETE
471,3070.8987010700253,2023-02-25 05:47:18.044391,2023-02-25 05:47:22.804665,0 days 00:00:04.760274,chebyshev,2,COMPLETE
407,3070.8987010700253,2023-02-25 05:42:10.262815,2023-02-25 05:42:15.014505,0 days 00:00:04.751690,minkowski,2,COMPLETE
456,3070.8987010700253,2023-02-25 05:46:05.774597,2023-02-25 05:46:10.505119,0 days 00:00:04.730522,chebyshev,2,COMPLETE
373,3070.8987010700253,2023-02-25 05:39:26.484743,2023-02-25 05:39:31.232276,0 days 00:00:04.747533,euclidean,2,COMPLETE
519,3070.8987010700253,2023-02-25 05:51:09.551640,2023-02-25 05:51:14.288714,0 days 00:00:04.737074,euclidean,2,COMPLETE
522,3070.8987010700253,2023-02-25 05:51:23.822585,2023-02-25 05:51:28.588165,0 days 00:00:04.765580,manhattan,2,COMPLETE
572,3070.8987010700253,2023-02-25 05:55:26.963494,2023-02-25 05:55:31.750897,0 days 00:00:04.787403,manhattan,2,COMPLETE
332,3070.8987010700253,2023-02-25 05:36:09.935552,2023-02-25 05:36:14.653942,0 days 00:00:04.718390,manhattan,2,COMPLETE
576,3070.8987010700253,2023-02-25 05:55:46.348897,2023-02-25 05:55:51.132229,0 days 00:00:04.783332,manhattan,2,COMPLETE
578,3070.8987010700253,2023-02-25 05:55:55.936286,2023-02-25 05:56:00.710147,0 days 00:00:04.773861,chebyshev,2,COMPLETE
328,3070.8987010700253,2023-02-25 05:35:50.990353,2023-02-25 05:35:55.689011,0 days 00:00:04.698658,manhattan,2,COMPLETE
582,3070.8987010700253,2023-02-25 05:56:15.131399,2023-02-25 05:56:19.887836,0 days 00:00:04.756437,chebyshev,2,COMPLETE
325,3070.8987010700253,2023-02-25 05:35:36.778169,2023-02-25 05:35:41.499400,0 days 00:00:04.721231,euclidean,2,COMPLETE
584,3070.8987010700253,2023-02-25 05:56:24.667107,2023-02-25 05:56:29.470294,0 days 00:00:04.803187,chebyshev,2,COMPLETE
569,3070.8987010700253,2023-02-25 05:55:12.613080,2023-02-25 05:55:17.358869,0 days 00:00:04.745789,chebyshev,2,COMPLETE
587,3070.8987010700253,2023-02-25 05:56:39.084327,2023-02-25 05:56:43.842485,0 days 00:00:04.758158,manhattan,2,COMPLETE
590,3070.8987010700253,2023-02-25 05:56:53.585759,2023-02-25 05:56:58.464316,0 days 00:00:04.878557,chebyshev,2,COMPLETE
318,3070.8987010700253,2023-02-25 05:35:03.336150,2023-02-25 05:35:08.056818,0 days 00:00:04.720668,manhattan,2,COMPLETE
594,3070.8987010700253,2023-02-25 05:57:12.859241,2023-02-25 05:57:17.638768,0 days 00:00:04.779527,chebyshev,2,COMPLETE
314,3070.8987010700253,2023-02-25 05:34:43.973083,2023-02-25 05:34:48.778076,0 days 00:00:04.804993,manhattan,2,COMPLETE
598,3070.8987010700253,2023-02-25 05:57:32.259752,2023-02-25 05:57:37.050641,0 days 00:00:04.790889,chebyshev,2,COMPLETE
311,3070.8987010700253,2023-02-25 05:34:29.697622,2023-02-25 05:34:34.411218,0 days 00:00:04.713596,chebyshev,2,COMPLETE
601,3070.8987010700253,2023-02-25 05:57:46.645941,2023-02-25 05:57:51.400149,0 days 00:00:04.754208,minkowski,2,COMPLETE
308,3070.8987010700253,2023-02-25 05:34:15.597207,2023-02-25 05:34:20.301701,0 days 00:00:04.704494,chebyshev,2,COMPLETE
321,3070.8987010700253,2023-02-25 05:35:17.472967,2023-02-25 05:35:22.193124,0 days 00:00:04.720157,chebyshev,2,COMPLETE
305,3070.8987010700253,2023-02-25 05:34:01.450606,2023-02-25 05:34:06.175776,0 days 00:00:04.725170,manhattan,2,COMPLETE
337,3070.8987010700253,2023-02-25 05:36:33.774600,2023-02-25 05:36:38.493943,0 days 00:00:04.719343,manhattan,2,COMPLETE
566,3070.8987010700253,2023-02-25 05:54:58.160775,2023-02-25 05:55:02.955932,0 days 00:00:04.795157,chebyshev,2,COMPLETE
368,3070.8987010700253,2023-02-25 05:39:02.133400,2023-02-25 05:39:06.849560,0 days 00:00:04.716160,manhattan,2,COMPLETE
528,3070.8987010700253,2023-02-25 05:51:53.075325,2023-02-25 05:51:57.805364,0 days 00:00:04.730039,chebyshev,2,COMPLETE
365,3070.8987010700253,2023-02-25 05:38:47.905309,2023-02-25 05:38:52.617322,0 days 00:00:04.712013,chebyshev,2,COMPLETE
532,3070.8987010700253,2023-02-25 05:52:12.504541,2023-02-25 05:52:17.260799,0 days 00:00:04.756258,chebyshev,2,COMPLETE
535,3070.8987010700253,2023-02-25 05:52:27.187915,2023-02-25 05:52:31.972739,0 days 00:00:04.784824,chebyshev,2,COMPLETE
538,3070.8987010700253,2023-02-25 05:52:41.564099,2023-02-25 05:52:46.334619,0 days 00:00:04.770520,manhattan,2,COMPLETE
359,3070.8987010700253,2023-02-25 05:38:18.910908,2023-02-25 05:38:23.639850,0 days 00:00:04.728942,chebyshev,2,COMPLETE
542,3070.8987010700253,2023-02-25 05:53:01.129986,2023-02-25 05:53:05.859945,0 days 00:00:04.729959,manhattan,2,COMPLETE
339,3070.8987010700253,2023-02-25 05:36:43.224550,2023-02-25 05:36:47.937899,0 days 00:00:04.713349,manhattan,2,COMPLETE
356,3070.8987010700253,2023-02-25 05:38:04.759814,2023-02-25 05:38:09.452492,0 days 00:00:04.692678,chebyshev,2,COMPLETE
353,3070.8987010700253,2023-02-25 05:37:50.579975,2023-02-25 05:37:55.280468,0 days 00:00:04.700493,manhattan,2,COMPLETE
549,3070.8987010700253,2023-02-25 05:53:34.556153,2023-02-25 05:53:39.343267,0 days 00:00:04.787114,manhattan,2,COMPLETE
350,3070.8987010700253,2023-02-25 05:37:36.088314,2023-02-25 05:37:40.838600,0 days 00:00:04.750286,manhattan,2,COMPLETE
348,3070.8987010700253,2023-02-25 05:37:26.483350,2023-02-25 05:37:31.250333,0 days 00:00:04.766983,chebyshev,2,COMPLETE
554,3070.8987010700253,2023-02-25 05:53:59.392001,2023-02-25 05:54:04.179613,0 days 00:00:04.787612,manhattan,2,COMPLETE
557,3070.8987010700253,2023-02-25 05:54:14.134121,2023-02-25 05:54:18.908049,0 days 00:00:04.773928,chebyshev,2,COMPLETE
560,3070.8987010700253,2023-02-25 05:54:28.739873,2023-02-25 05:54:33.513668,0 days 00:00:04.773795,manhattan,2,COMPLETE
342,3070.8987010700253,2023-02-25 05:36:57.439106,2023-02-25 05:37:02.160793,0 days 00:00:04.721687,chebyshev,2,COMPLETE
546,3070.8987010700253,2023-02-25 05:53:20.238475,2023-02-25 05:53:24.987982,0 days 00:00:04.749507,chebyshev,2,COMPLETE
757,3070.8987010700253,2023-02-25 06:10:24.874199,2023-02-25 06:10:29.694342,0 days 00:00:04.820143,manhattan,2,COMPLETE
436,3070.8987010700253,2023-02-25 05:44:29.592526,2023-02-25 05:44:34.745638,0 days 00:00:05.153112,manhattan,2,COMPLETE
953,3070.8987010700253,2023-02-25 06:26:26.632820,2023-02-25 06:26:31.485084,0 days 00:00:04.852264,chebyshev,2,COMPLETE
42,3070.8987010700253,2023-02-25 05:13:11.501631,2023-02-25 05:13:16.169362,0 days 00:00:04.667731,manhattan,2,COMPLETE
858,3070.8987010700253,2023-02-25 06:18:39.884128,2023-02-25 06:18:44.714279,0 days 00:00:04.830151,chebyshev,2,COMPLETE
854,3070.8987010700253,2023-02-25 06:18:19.724689,2023-02-25 06:18:24.811371,0 days 00:00:05.086682,manhattan,2,COMPLETE
940,3070.8987010700253,2023-02-25 06:25:23.079131,2023-02-25 06:25:27.905127,0 days 00:00:04.825996,manhattan,2,COMPLETE
101,3070.8987010700253,2023-02-25 05:17:52.237517,2023-02-25 05:17:56.978632,0 days 00:00:04.741115,manhattan,2,COMPLETE
102,3070.8987010700253,2023-02-25 05:17:56.978924,2023-02-25 05:18:01.715743,0 days 00:00:04.736819,manhattan,2,COMPLETE
851,3070.8987010700253,2023-02-25 06:18:04.592890,2023-02-25 06:18:09.441532,0 days 00:00:04.848642,chebyshev,2,COMPLETE
942,3070.8987010700253,2023-02-25 06:25:32.766257,2023-02-25 06:25:37.638970,0 days 00:00:04.872713,chebyshev,2,COMPLETE
846,3070.8987010700253,2023-02-25 06:17:40.267027,2023-02-25 06:17:45.103026,0 days 00:00:04.835999,manhattan,2,COMPLETE
36,3070.8987010700253,2023-02-25 05:12:43.285463,2023-02-25 05:12:47.845247,0 days 00:00:04.559784,chebyshev,2,COMPLETE
843,3070.8987010700253,2023-02-25 06:17:25.710974,2023-02-25 06:17:30.531515,0 days 00:00:04.820541,minkowski,2,COMPLETE
946,3070.8987010700253,2023-02-25 06:25:52.285675,2023-02-25 06:25:57.124807,0 days 00:00:04.839132,chebyshev,2,COMPLETE
841,3070.8987010700253,2023-02-25 06:17:15.835783,2023-02-25 06:17:20.841048,0 days 00:00:05.005265,manhattan,2,COMPLETE
861,3070.8987010700253,2023-02-25 06:18:54.448314,2023-02-25 06:18:59.269032,0 days 00:00:04.820718,manhattan,2,COMPLETE
111,3070.8987010700253,2023-02-25 05:18:40.483770,2023-02-25 05:18:45.143594,0 days 00:00:04.659824,chebyshev,2,COMPLETE
950,3070.8987010700253,2023-02-25 06:26:12.015289,2023-02-25 06:26:16.864287,0 days 00:00:04.848998,chebyshev,2,COMPLETE
837,3070.8987010700253,2023-02-25 06:16:55.637505,2023-02-25 06:17:00.441112,0 days 00:00:04.803607,manhattan,2,COMPLETE
32,3070.8987010700253,2023-02-25 05:12:24.898271,2023-02-25 05:12:29.398825,0 days 00:00:04.500554,manhattan,2,COMPLETE
832,3070.8987010700253,2023-02-25 06:16:31.058793,2023-02-25 06:16:35.892918,0 days 00:00:04.834125,manhattan,2,COMPLETE
118,3070.8987010700253,2023-02-25 05:19:13.310385,2023-02-25 05:19:17.979982,0 days 00:00:04.669597,manhattan,2,COMPLETE
829,3070.8987010700253,2023-02-25 06:16:16.522298,2023-02-25 06:16:21.328098,0 days 00:00:04.805800,manhattan,2,COMPLETE
956,3070.8987010700253,2023-02-25 06:26:41.319766,2023-02-25 06:26:46.180634,0 days 00:00:04.860868,chebyshev,2,COMPLETE
