iteration,rmse,datetime_start,datetime_complete,duration,max_depth,max_leaves,min_samples_leaf,min_samples_split,n_bins,n_estimators,state
84,2838.004166429222,2023-02-25 06:00:05.640895,2023-02-25 06:04:49.731164,0 days 00:04:44.090269,90.0,1494.0,124.0,47.0,581.0,1283.0,COMPLETE
56,2838.06451334462,2023-02-25 03:57:15.463868,2023-02-25 04:01:13.128291,0 days 00:03:57.664423,93.0,1497.0,123.0,57.0,512.0,1215.0,COMPLETE
59,2838.1565107831398,2023-02-25 04:08:35.292787,2023-02-25 04:11:59.490290,0 days 00:03:24.197503,94.0,1498.0,123.0,48.0,512.0,1044.0,COMPLETE
288,2838.168250099334,2023-02-26 01:27:30.074781,2023-02-26 01:31:47.958759,0 days 00:04:17.883978,84.0,1500.0,122.0,58.0,631.0,1166.0,COMPLETE
141,2838.1796656137826,2023-02-25 10:01:44.723563,2023-02-25 10:06:16.270781,0 days 00:04:31.547218,98.0,1500.0,124.0,47.0,614.0,1214.0,COMPLETE
201,2838.197902149442,2023-02-25 19:11:25.977124,2023-02-25 19:15:46.515138,0 days 00:04:20.538014,94.0,1485.0,121.0,57.0,536.0,1232.0,COMPLETE
270,2838.234280654828,2023-02-26 00:08:02.814149,2023-02-26 00:12:46.201172,0 days 00:04:43.387023,86.0,1483.0,122.0,45.0,585.0,1302.0,COMPLETE
214,2838.2509630779027,2023-02-25 20:03:54.397959,2023-02-25 20:08:26.596737,0 days 00:04:32.198778,96.0,1500.0,124.0,47.0,612.0,1242.0,COMPLETE
54,2838.2842765753326,2023-02-25 03:49:09.780142,2023-02-25 03:53:16.051149,0 days 00:04:06.271007,93.0,1495.0,123.0,58.0,512.0,1260.0,COMPLETE
287,2838.308998712807,2023-02-26 01:23:03.198536,2023-02-26 01:27:30.074286,0 days 00:04:26.875750,87.0,1484.0,122.0,55.0,653.0,1183.0,COMPLETE
225,2838.3168200358577,2023-02-25 20:49:40.799235,2023-02-25 20:54:13.516199,0 days 00:04:32.716964,97.0,1500.0,125.0,48.0,623.0,1226.0,COMPLETE
153,2838.3667953992135,2023-02-25 10:51:25.551932,2023-02-25 10:56:23.214306,0 days 00:04:57.662374,96.0,1484.0,122.0,52.0,696.0,1174.0,COMPLETE
165,2838.448740979785,2023-02-25 16:39:31.464708,2023-02-25 16:43:57.526256,0 days 00:04:26.061548,98.0,1485.0,121.0,44.0,620.0,1222.0,COMPLETE
234,2838.4808562698404,2023-02-25 21:29:36.613718,2023-02-25 21:34:05.256294,0 days 00:04:28.642576,98.0,1500.0,124.0,47.0,621.0,1215.0,COMPLETE
60,2838.568685976951,2023-02-25 04:11:59.490610,2023-02-25 04:15:49.418707,0 days 00:03:49.928097,80.0,1497.0,123.0,59.0,559.0,1061.0,COMPLETE
190,2838.6273680043782,2023-02-25 18:24:15.957876,2023-02-25 18:28:21.060509,0 days 00:04:05.102633,97.0,1500.0,125.0,53.0,501.0,1235.0,COMPLETE
266,2838.7685242296197,2023-02-25 23:51:15.687240,2023-02-25 23:55:43.121189,0 days 00:04:27.433949,91.0,1499.0,120.0,42.0,531.0,1248.0,COMPLETE
235,2838.8009456162554,2023-02-25 21:34:05.256734,2023-02-25 21:38:40.939620,0 days 00:04:35.682886,95.0,1483.0,122.0,47.0,615.0,1253.0,COMPLETE
133,2838.8192086456256,2023-02-25 09:31:04.034607,2023-02-25 09:34:52.978627,0 days 00:03:48.944020,89.0,1498.0,123.0,42.0,571.0,1035.0,COMPLETE
156,2838.8871413619086,2023-02-25 11:05:09.027341,2023-02-25 11:09:34.614488,0 days 00:04:25.587147,101.0,1500.0,121.0,59.0,671.0,1150.0,COMPLETE
232,2839.0208985466556,2023-02-25 21:21:08.172676,2023-02-25 21:24:55.567169,0 days 00:03:47.394493,93.0,1487.0,120.0,51.0,596.0,1051.0,COMPLETE
242,2839.0816549031483,2023-02-25 22:04:38.299577,2023-02-25 22:08:09.805373,0 days 00:03:31.505796,98.0,1484.0,120.0,52.0,540.0,993.0,COMPLETE
253,2839.1452424698796,2023-02-25 22:55:50.914259,2023-02-25 23:00:23.121581,0 days 00:04:32.207322,77.0,1484.0,122.0,55.0,583.0,1251.0,COMPLETE
57,2839.3009244230248,2023-02-25 04:01:13.128607,2023-02-25 04:05:12.551734,0 days 00:03:59.423127,92.0,1489.0,123.0,48.0,510.0,1218.0,COMPLETE
300,2839.3730914188814,2023-02-26 02:21:38.124505,2023-02-26 02:26:20.870328,0 days 00:04:42.745823,86.0,1484.0,125.0,70.0,659.0,1248.0,COMPLETE
144,2839.531008044652,2023-02-25 10:14:06.887552,2023-02-25 10:17:54.052193,0 days 00:03:47.164641,95.0,1499.0,121.0,46.0,537.0,1045.0,COMPLETE
124,2839.666711975603,2023-02-25 08:53:15.030258,2023-02-25 08:57:12.836399,0 days 00:03:57.806141,84.0,1475.0,120.0,46.0,622.0,1074.0,COMPLETE
58,2839.76114206664,2023-02-25 04:05:12.552068,2023-02-25 04:08:35.292491,0 days 00:03:22.740423,93.0,1499.0,122.0,49.0,511.0,1025.0,COMPLETE
61,2839.8038007511536,2023-02-25 04:15:49.418965,2023-02-25 04:19:45.026479,0 days 00:03:55.607514,82.0,1486.0,123.0,58.0,569.0,1087.0,COMPLETE
280,2839.8515523760966,2023-02-26 00:51:59.504607,2023-02-26 00:56:36.563006,0 days 00:04:37.058399,112.0,1500.0,125.0,57.0,662.0,1223.0,COMPLETE
264,2839.8654250739028,2023-02-25 23:41:48.157559,2023-02-25 23:46:35.766602,0 days 00:04:47.609043,79.0,1485.0,122.0,60.0,577.0,1329.0,COMPLETE
169,2839.8795007767217,2023-02-25 16:57:13.396944,2023-02-25 17:01:21.871192,0 days 00:04:08.474248,81.0,1471.0,122.0,49.0,628.0,1137.0,COMPLETE
281,2839.89065490381,2023-02-26 00:56:36.563458,2023-02-26 01:01:06.182477,0 days 00:04:29.619019,87.0,1499.0,123.0,56.0,671.0,1189.0,COMPLETE
180,2840.024356797726,2023-02-25 17:44:22.325538,2023-02-25 17:48:59.511168,0 days 00:04:37.185630,96.0,1480.0,120.0,60.0,545.0,1295.0,COMPLETE
250,2840.061559209494,2023-02-25 22:43:02.626919,2023-02-25 22:47:02.056347,0 days 00:03:59.429428,96.0,1500.0,121.0,58.0,541.0,1112.0,COMPLETE
167,2840.065117014244,2023-02-25 16:48:18.434479,2023-02-25 16:52:52.665906,0 days 00:04:34.231427,95.0,1499.0,125.0,46.0,588.0,1260.0,COMPLETE
247,2840.1587884040628,2023-02-25 22:30:12.249153,2023-02-25 22:34:43.793059,0 days 00:04:31.543906,92.0,1489.0,123.0,60.0,551.0,1263.0,COMPLETE
297,2840.197390600521,2023-02-26 02:08:06.434046,2023-02-26 02:12:50.769165,0 days 00:04:44.335119,84.0,1500.0,124.0,62.0,679.0,1246.0,COMPLETE
210,2840.3950154716117,2023-02-25 19:49:29.759405,2023-02-25 19:53:21.690138,0 days 00:03:51.930733,93.0,1484.0,122.0,56.0,522.0,1089.0,COMPLETE
292,2840.4314733863675,2023-02-26 01:45:39.680893,2023-02-26 01:49:50.522011,0 days 00:04:10.841118,87.0,1485.0,123.0,53.0,625.0,1137.0,COMPLETE
127,2840.447149014094,2023-02-25 09:05:07.748418,2023-02-25 09:09:16.036837,0 days 00:04:08.288419,88.0,1481.0,122.0,45.0,619.0,1110.0,COMPLETE
128,2840.6373499430097,2023-02-25 09:09:16.037155,2023-02-25 09:13:24.664597,0 days 00:04:08.627442,85.0,1500.0,125.0,47.0,600.0,1130.0,COMPLETE
215,2840.690485841363,2023-02-25 20:08:26.597179,2023-02-25 20:12:43.730475,0 days 00:04:17.133296,97.0,1483.0,120.0,45.0,590.0,1185.0,COMPLETE
114,2840.6974700610003,2023-02-25 08:11:46.967521,2023-02-25 08:16:10.455651,0 days 00:04:23.488130,94.0,1482.0,125.0,56.0,503.0,1322.0,COMPLETE
206,2840.756370903987,2023-02-25 19:33:06.586018,2023-02-25 19:37:49.033195,0 days 00:04:42.447177,99.0,1468.0,123.0,51.0,606.0,1293.0,COMPLETE
259,2840.8180166604825,2023-02-25 23:19:31.831134,2023-02-25 23:23:56.667446,0 days 00:04:24.836312,82.0,1500.0,122.0,66.0,568.0,1233.0,COMPLETE
162,2840.89946983449,2023-02-25 16:26:48.207287,2023-02-25 16:31:09.233910,0 days 00:04:21.026623,89.0,1484.0,127.0,53.0,507.0,1318.0,COMPLETE
172,2841.161051813546,2023-02-25 17:09:49.829109,2023-02-25 17:14:08.018961,0 days 00:04:18.189852,84.0,1478.0,125.0,45.0,520.0,1295.0,COMPLETE
150,2841.169222639649,2023-02-25 10:37:32.256144,2023-02-25 10:42:08.540964,0 days 00:04:36.284820,105.0,1499.0,124.0,41.0,531.0,1262.0,COMPLETE
217,2841.183046816644,2023-02-25 20:16:40.814035,2023-02-25 20:20:49.130484,0 days 00:04:08.316449,93.0,1471.0,122.0,46.0,510.0,1266.0,COMPLETE
148,2841.3568598072634,2023-02-25 10:28:54.114796,2023-02-25 10:33:03.653571,0 days 00:04:09.538775,99.0,1486.0,128.0,45.0,586.0,1120.0,COMPLETE
233,2841.4839717388495,2023-02-25 21:24:55.567585,2023-02-25 21:29:36.613231,0 days 00:04:41.045646,84.0,1500.0,128.0,45.0,625.0,1260.0,COMPLETE
218,2841.565948106977,2023-02-25 20:20:49.130897,2023-02-25 20:25:01.816919,0 days 00:04:12.686022,94.0,1475.0,120.0,42.0,495.0,1289.0,COMPLETE
164,2841.6537219301385,2023-02-25 16:34:50.156578,2023-02-25 16:39:31.464364,0 days 00:04:41.307786,92.0,1500.0,124.0,47.0,613.0,1274.0,COMPLETE
237,2841.7124219334546,2023-02-25 21:43:01.536588,2023-02-25 21:47:18.847301,0 days 00:04:17.310713,100.0,1500.0,122.0,57.0,513.0,1278.0,COMPLETE
110,2841.80227466774,2023-02-25 07:54:29.942689,2023-02-25 07:59:06.657577,0 days 00:04:36.714888,86.0,1500.0,123.0,52.0,564.0,1268.0,COMPLETE
265,2841.8512727456455,2023-02-25 23:46:35.766982,2023-02-25 23:51:15.686827,0 days 00:04:39.919845,96.0,1472.0,124.0,62.0,594.0,1287.0,COMPLETE
282,2841.8869036988103,2023-02-26 01:01:06.182896,2023-02-26 01:05:27.433421,0 days 00:04:21.250525,85.0,1500.0,126.0,60.0,639.0,1170.0,COMPLETE
226,2841.907191933092,2023-02-25 20:54:13.516575,2023-02-25 20:58:02.827024,0 days 00:03:49.310449,95.0,1473.0,120.0,44.0,505.0,1171.0,COMPLETE
135,2842.14544157085,2023-02-25 09:38:35.411154,2023-02-25 09:42:19.438695,0 days 00:03:44.027541,86.0,1482.0,121.0,45.0,599.0,1011.0,COMPLETE
94,2842.206688872409,2023-02-25 06:44:26.851257,2023-02-25 06:49:37.982197,0 days 00:05:11.130940,109.0,1499.0,130.0,41.0,672.0,1349.0,COMPLETE
96,2842.228532801479,2023-02-25 06:54:24.187915,2023-02-25 06:59:05.297282,0 days 00:04:41.109367,103.0,1477.0,125.0,50.0,649.0,1227.0,COMPLETE
130,2842.266823736133,2023-02-25 09:17:48.071899,2023-02-25 09:22:13.873233,0 days 00:04:25.801334,82.0,1467.0,122.0,51.0,614.0,1203.0,COMPLETE
254,2842.306593274908,2023-02-25 23:00:23.121991,2023-02-25 23:04:34.791117,0 days 00:04:11.669126,88.0,1499.0,125.0,59.0,560.0,1170.0,COMPLETE
231,2842.34009178978,2023-02-25 21:16:46.563541,2023-02-25 21:21:08.172280,0 days 00:04:21.608739,87.0,1465.0,123.0,48.0,499.0,1336.0,COMPLETE
230,2842.355892553834,2023-02-25 21:12:01.243406,2023-02-25 21:16:46.563112,0 days 00:04:45.319706,91.0,1484.0,126.0,43.0,631.0,1285.0,COMPLETE
186,2842.364531257587,2023-02-25 18:08:08.965211,2023-02-25 18:11:54.337432,0 days 00:03:45.372221,94.0,1471.0,122.0,59.0,325.0,1275.0,COMPLETE
105,2842.55290659121,2023-02-25 07:31:49.935949,2023-02-25 07:36:27.254213,0 days 00:04:37.318264,80.0,1466.0,126.0,46.0,617.0,1240.0,COMPLETE
219,2842.5534113550893,2023-02-25 20:25:01.817337,2023-02-25 20:29:04.314721,0 days 00:04:02.497384,91.0,1500.0,122.0,49.0,527.0,1131.0,COMPLETE
102,2842.6112030649333,2023-02-25 07:20:21.699334,2023-02-25 07:24:38.616065,0 days 00:04:16.916731,83.0,1484.0,129.0,44.0,610.0,1146.0,COMPLETE
296,2842.6427948935893,2023-02-26 02:03:40.164489,2023-02-26 02:08:06.433606,0 days 00:04:26.269117,85.0,1464.0,124.0,64.0,656.0,1198.0,COMPLETE
145,2842.6611637835717,2023-02-25 10:17:54.052526,2023-02-25 10:21:41.207453,0 days 00:03:47.154927,88.0,1483.0,120.0,50.0,605.0,1023.0,COMPLETE
189,2842.670923268067,2023-02-25 18:20:41.287899,2023-02-25 18:24:15.957483,0 days 00:03:34.669584,90.0,1500.0,122.0,58.0,515.0,1068.0,COMPLETE
236,2842.683619502635,2023-02-25 21:38:40.940057,2023-02-25 21:43:01.536142,0 days 00:04:20.596085,96.0,1471.0,124.0,49.0,582.0,1206.0,COMPLETE
298,2842.725357411996,2023-02-26 02:12:50.769635,2023-02-26 02:17:16.449913,0 days 00:04:25.680278,40.0,1471.0,120.0,63.0,669.0,1181.0,COMPLETE
171,2842.731314550256,2023-02-25 17:05:18.287981,2023-02-25 17:09:49.828716,0 days 00:04:31.540735,91.0,1500.0,127.0,61.0,639.0,1214.0,COMPLETE
277,2842.740288372719,2023-02-26 00:39:03.694402,2023-02-26 00:43:33.836687,0 days 00:04:30.142285,85.0,1467.0,125.0,59.0,665.0,1195.0,COMPLETE
257,2842.754515719182,2023-02-25 23:12:42.063614,2023-02-25 23:15:38.632857,0 days 00:02:56.569243,89.0,1483.0,120.0,64.0,502.0,905.0,COMPLETE
87,2842.8682965602757,2023-02-25 06:14:11.290461,2023-02-25 06:19:07.048199,0 days 00:04:55.757738,100.0,1458.0,125.0,56.0,598.0,1343.0,COMPLETE
200,2842.8729832922495,2023-02-25 19:07:25.865649,2023-02-25 19:11:25.976762,0 days 00:04:00.111113,88.0,1500.0,123.0,50.0,593.0,1096.0,COMPLETE
166,2842.9254149544104,2023-02-25 16:43:57.526603,2023-02-25 16:48:18.434111,0 days 00:04:20.907508,100.0,1496.0,123.0,48.0,607.0,1188.0,COMPLETE
213,2842.941315206319,2023-02-25 19:59:45.505878,2023-02-25 20:03:54.397519,0 days 00:04:08.891641,83.0,1500.0,125.0,59.0,552.0,1159.0,COMPLETE
158,2843.010759062111,2023-02-25 11:13:15.682402,2023-02-25 11:17:12.312699,0 days 00:03:56.630297,94.0,1472.0,124.0,45.0,631.0,1055.0,COMPLETE
252,2843.0405143085413,2023-02-25 22:51:18.245326,2023-02-25 22:55:50.913844,0 days 00:04:32.668518,92.0,1471.0,122.0,56.0,534.0,1286.0,COMPLETE
290,2843.0534580279327,2023-02-26 01:36:22.280281,2023-02-26 01:41:11.178222,0 days 00:04:48.897941,80.0,1471.0,120.0,58.0,693.0,1151.0,COMPLETE
113,2843.09672882879,2023-02-25 08:07:33.967065,2023-02-25 08:11:46.967241,0 days 00:04:13.000176,93.0,1500.0,123.0,61.0,515.0,1247.0,COMPLETE
73,2843.2199956180034,2023-02-25 04:58:52.169971,2023-02-25 05:02:58.434324,0 days 00:04:06.264353,85.0,1472.0,126.0,44.0,548.0,1148.0,COMPLETE
183,2843.2373175910125,2023-02-25 17:54:48.193034,2023-02-25 17:59:08.943824,0 days 00:04:20.750790,78.0,1484.0,120.0,56.0,482.0,1343.0,COMPLETE
146,2843.2755524944746,2023-02-25 10:21:41.207772,2023-02-25 10:24:57.365300,0 days 00:03:16.157528,92.0,1471.0,123.0,53.0,454.0,1005.0,COMPLETE
154,2843.28599391749,2023-02-25 10:56:23.214657,2023-02-25 11:00:35.390069,0 days 00:04:12.175412,93.0,1455.0,124.0,50.0,654.0,1107.0,COMPLETE
151,2843.305457286603,2023-02-25 10:42:08.541275,2023-02-25 10:47:00.158378,0 days 00:04:51.617103,87.0,1475.0,120.0,57.0,680.0,1287.0,COMPLETE
291,2843.3875117797857,2023-02-26 01:41:11.178674,2023-02-26 01:45:39.680436,0 days 00:04:28.501762,91.0,1482.0,121.0,59.0,644.0,1208.0,COMPLETE
197,2843.4306305509826,2023-02-25 18:53:13.546976,2023-02-25 18:57:57.672706,0 days 00:04:44.125730,89.0,1472.0,126.0,44.0,625.0,1285.0,COMPLETE
196,2843.4505865232763,2023-02-25 18:48:30.215411,2023-02-25 18:53:13.546586,0 days 00:04:43.331175,95.0,1500.0,124.0,46.0,638.0,1275.0,COMPLETE
140,2843.5245000769323,2023-02-25 09:57:12.868148,2023-02-25 10:01:44.723245,0 days 00:04:31.855097,72.0,1464.0,126.0,60.0,561.0,1241.0,COMPLETE
243,2843.5844685889824,2023-02-25 22:08:09.805828,2023-02-25 22:10:53.552363,0 days 00:02:43.746535,89.0,1461.0,122.0,62.0,526.0,773.0,COMPLETE
89,2843.5955617727645,2023-02-25 06:22:26.970213,2023-02-25 06:26:55.343177,0 days 00:04:28.372964,71.0,1477.0,128.0,54.0,536.0,1245.0,COMPLETE
268,2843.6535448834047,2023-02-26 00:00:26.079687,2023-02-26 00:04:31.683207,0 days 00:04:05.603520,94.0,1460.0,124.0,68.0,626.0,1121.0,COMPLETE
227,2843.6995918179646,2023-02-25 20:58:02.827568,2023-02-25 21:02:36.307507,0 days 00:04:33.479939,103.0,1484.0,122.0,50.0,609.0,1246.0,COMPLETE
159,2843.724408185784,2023-02-25 11:17:12.313036,2023-02-25 11:21:49.687820,0 days 00:04:37.374784,97.0,1466.0,120.0,51.0,615.0,1248.0,COMPLETE
229,2843.7527058596165,2023-02-25 21:07:18.224776,2023-02-25 21:12:01.242992,0 days 00:04:43.018216,92.0,1465.0,121.0,46.0,643.0,1269.0,COMPLETE
117,2843.767902135649,2023-02-25 08:24:41.588337,2023-02-25 08:28:50.892044,0 days 00:04:09.303707,101.0,1483.0,122.0,50.0,591.0,1126.0,COMPLETE
184,2843.967795264734,2023-02-25 17:59:08.944179,2023-02-25 18:03:36.937661,0 days 00:04:27.993482,99.0,1489.0,123.0,47.0,529.0,1254.0,COMPLETE
204,2843.975619509618,2023-02-25 19:24:30.260539,2023-02-25 19:28:52.822210,0 days 00:04:22.561671,98.0,1486.0,124.0,47.0,613.0,1198.0,COMPLETE
224,2844.0308090770422,2023-02-25 20:45:14.664677,2023-02-25 20:49:40.798757,0 days 00:04:26.134080,99.0,1485.0,123.0,47.0,601.0,1213.0,COMPLETE
178,2844.0535496514217,2023-02-25 17:35:42.725654,2023-02-25 17:39:55.933072,0 days 00:04:13.207418,90.0,1456.0,122.0,64.0,500.0,1306.0,COMPLETE
278,2844.1606712234466,2023-02-26 00:43:33.837156,2023-02-26 00:48:00.192125,0 days 00:04:26.354969,83.0,1488.0,129.0,58.0,684.0,1164.0,COMPLETE
262,2844.2544012709664,2023-02-25 23:32:56.582114,2023-02-25 23:37:27.513977,0 days 00:04:30.931863,97.0,1483.0,121.0,61.0,558.0,1260.0,COMPLETE
136,2844.4801991720024,2023-02-25 09:42:19.438975,2023-02-25 09:45:52.791586,0 days 00:03:33.352611,96.0,1471.0,125.0,40.0,584.0,976.0,COMPLETE
149,2844.6541922727965,2023-02-25 10:33:03.653901,2023-02-25 10:37:32.255832,0 days 00:04:28.601931,79.0,1458.0,122.0,48.0,569.0,1230.0,COMPLETE
188,2844.8139127101717,2023-02-25 18:16:23.395166,2023-02-25 18:20:41.287493,0 days 00:04:17.892327,95.0,1486.0,128.0,61.0,600.0,1182.0,COMPLETE
221,2844.8480702658253,2023-02-25 20:33:14.424981,2023-02-25 20:36:50.384295,0 days 00:03:35.959314,80.0,1454.0,123.0,58.0,538.0,1018.0,COMPLETE
111,2844.867909536045,2023-02-25 07:59:06.657825,2023-02-25 08:03:31.333139,0 days 00:04:24.675314,108.0,1458.0,128.0,29.0,575.0,1202.0,COMPLETE
285,2844.9034063072227,2023-02-26 01:14:17.427324,2023-02-26 01:18:34.680678,0 days 00:04:17.253354,82.0,1458.0,120.0,57.0,658.0,1153.0,COMPLETE
106,2844.933188035992,2023-02-25 07:36:27.254514,2023-02-25 07:40:42.681887,0 days 00:04:15.427373,88.0,1485.0,124.0,53.0,529.0,1180.0,COMPLETE
187,2845.1228831671147,2023-02-25 18:11:54.337865,2023-02-25 18:16:23.394797,0 days 00:04:29.056932,92.0,1451.0,126.0,57.0,580.0,1249.0,COMPLETE
181,2845.2691276401065,2023-02-25 17:48:59.511567,2023-02-25 17:50:48.898858,0 days 00:01:49.387291,92.0,1483.0,122.0,55.0,474.0,560.0,COMPLETE
62,2845.2978907200963,2023-02-25 04:19:45.026803,2023-02-25 04:24:07.166262,0 days 00:04:22.139459,88.0,1498.0,126.0,48.0,558.0,1207.0,COMPLETE
286,2845.364136498636,2023-02-26 01:18:34.681153,2023-02-26 01:23:03.198147,0 days 00:04:28.516994,77.0,1474.0,120.0,54.0,673.0,1191.0,COMPLETE
209,2845.400769933524,2023-02-25 19:45:27.485806,2023-02-25 19:49:29.758983,0 days 00:04:02.273177,91.0,1479.0,120.0,43.0,527.0,1138.0,COMPLETE
203,2845.412933402397,2023-02-25 19:19:55.430602,2023-02-25 19:24:30.260004,0 days 00:04:34.829402,79.0,1483.0,127.0,45.0,632.0,1256.0,COMPLETE
93,2845.65082163338,2023-02-25 06:39:45.905301,2023-02-25 06:44:26.850966,0 days 00:04:40.945665,103.0,1454.0,125.0,44.0,621.0,1267.0,COMPLETE
155,2845.7136918152223,2023-02-25 11:00:35.390413,2023-02-25 11:05:09.027009,0 days 00:04:33.636596,90.0,1484.0,126.0,55.0,642.0,1198.0,COMPLETE
199,2845.7735799425777,2023-02-25 19:02:40.397042,2023-02-25 19:07:25.865231,0 days 00:04:45.468189,92.0,1454.0,122.0,41.0,602.0,1319.0,COMPLETE
